Date,Open_Price,Close_Price,High_Price,Low_Price,Volume,Daily_Return_Pct,Volatility_Range,VIX_Close,Economic_News_Flag,Sentiment_Score,Federal_Rate_Change_Flag,GeoPolitical_Risk_Score,Currency_Index
2006-11-23,29.49,30.5,31.45,29.09,5729006,3.4249,2.36,47.77,1,0.01,1,86.78,106.11
2006-11-24,30.5,29.27,31.03,28.86,17610595,-4.0328,2.17,22.81,1,-0.677,1,44.19,81.54
2006-11-27,29.27,31.05,31.57,27.89,11134792,6.0813,3.68,10.48,0,-0.909,0,98.05,82.33
2006-11-28,31.05,30.5,31.25,28.57,14937607,-1.7713,2.68,49.19,0,0.001,1,95.59,94.42
2006-11-29,30.5,31.07,31.63,29.28,19748075,1.8689,2.35,16.99,0,0.999,1,7.21,80.88
2006-11-30,31.07,31.34,32.91,29.82,471385,0.869,3.09,27.28,0,0.311,1,61.65,80.74
2006-12-01,31.34,31.04,32.1,30.42,15154228,-0.9572,1.68,27.35,1,-0.674,1,1.63,102.41
2006-12-04,31.04,31.46,32.06,30.37,8465607,1.3531,1.69,15.59,1,-0.948,0,45.73,110.56
2006-12-05,31.46,31.62,33.27,30.25,18255924,0.5086,3.02,29.1,0,-0.081,1,27.14,104.83
2006-12-06,31.62,31.98,32.1,30.07,10570932,1.1385,2.03,40.31,0,0.46,1,30.46,101.91
2006-12-07,31.98,32.01,32.77,31.6,3517437,0.0938,1.17,26.13,0,-0.339,1,75.85,117.12
2006-12-08,32.01,32.06,33.45,31.69,9668157,0.1562,1.76,14.68,0,-0.858,1,62.7,116.14
2006-12-11,32.06,33.37,34.32,31.61,7223393,4.0861,2.71,33.05,0,-0.246,0,35.47,90.12
2006-12-12,33.37,34.06,34.39,32.77,4376147,2.0677,1.62,47.71,0,-0.068,1,48.73,102.82
2006-12-13,34.06,33.16,34.75,32.87,698793,-2.6424,1.88,13.14,0,0.125,0,66.5,112.08
2006-12-14,33.16,33.21,33.54,30.95,2892718,0.1508,2.59,20.79,1,-0.141,1,69.35,104.42
2006-12-15,33.21,33.21,34.69,32.17,5816776,0.0,2.52,47.43,0,-0.782,1,86.53,99.69
2006-12-18,33.21,34.69,35.35,32.95,5132375,4.4565,2.4,34.11,0,-0.78,0,0.04,80.33
2006-12-19,34.69,35.67,36.69,34.29,12636517,2.825,2.4,30.08,0,-0.119,0,91.75,119.77
2006-12-20,35.67,34.71,37.48,33.2,12165380,-2.6913,4.28,22.65,0,-0.863,0,35.44,89.57
2006-12-21,34.71,35.18,35.75,34.28,3748799,1.3541,1.47,33.24,0,-0.313,1,7.93,88.17
2006-12-22,35.18,35.78,35.83,34.43,3278034,1.7055,1.4,29.29,1,-0.556,1,5.73,91.46
2006-12-25,35.78,35.17,37.56,33.8,12143631,-1.7049,3.76,33.23,1,-0.797,1,36.16,86.25
2006-12-26,35.17,34.53,36.57,33.98,11260012,-1.8197,2.59,18.53,1,-0.376,0,39.88,107.9
2006-12-27,34.53,34.78,35.81,33.81,16070460,0.724,2.0,30.55,1,0.669,0,44.46,97.7
2006-12-28,34.78,35.85,35.87,33.61,14498374,3.0765,2.26,13.51,1,0.508,0,83.19,118.52
2006-12-29,35.85,37.19,37.19,35.74,5828014,3.7378,1.45,27.39,1,-0.351,0,87.97,119.29
2007-01-01,37.19,36.48,37.32,36.19,9155288,-1.9091,1.13,16.42,1,-0.69,1,21.56,89.75
2007-01-02,36.48,36.72,37.0,36.37,16655317,0.6579,0.63,18.47,0,-0.408,1,89.58,82.34
2007-01-03,36.72,37.96,39.47,36.49,4057762,3.3769,2.98,31.7,1,0.434,1,17.21,99.9
2007-01-04,37.96,37.74,38.06,37.56,10454340,-0.5796,0.5,44.02,1,-0.297,0,39.35,86.75
2007-01-05,37.74,36.14,38.31,35.58,2737796,-4.2395,2.73,28.97,0,0.035,0,16.32,96.86
2007-01-08,36.14,35.92,37.59,34.82,19798160,-0.6087,2.77,38.56,0,0.927,1,20.8,106.26
2007-01-09,35.92,35.95,36.22,34.38,3903731,0.0835,1.84,25.59,1,0.072,0,81.51,90.8
2007-01-10,35.95,35.68,36.84,35.04,7460770,-0.751,1.8,10.02,0,-0.337,0,57.14,96.52
2007-01-11,35.68,34.26,37.31,33.7,2906438,-3.9798,3.61,42.02,1,-0.998,0,61.6,117.09
2007-01-12,34.26,34.67,34.98,33.68,2036221,1.1967,1.3,45.83,0,-0.092,0,56.44,103.83
2007-01-15,34.67,33.95,35.4,33.62,5694960,-2.0767,1.78,22.4,1,0.416,1,97.54,115.04
2007-01-16,33.95,33.6,34.07,32.86,9268541,-1.0309,1.21,49.45,1,-0.3,1,44.81,82.4
2007-01-17,33.6,33.91,35.27,32.66,6495567,0.9226,2.61,12.78,1,-0.111,1,10.59,103.53
2007-01-18,33.91,34.27,35.07,32.99,2485384,1.0616,2.08,17.53,0,0.55,0,91.92,117.75
2007-01-19,34.27,33.77,36.5,33.57,3332925,-1.459,2.93,37.46,0,0.756,0,39.56,117.28
2007-01-22,33.77,33.6,35.23,32.49,15188643,-0.5034,2.74,37.06,1,0.67,1,57.4,111.1
2007-01-23,33.6,33.73,34.32,33.59,19462942,0.3869,0.73,47.39,0,-0.142,0,74.03,110.62
2007-01-24,33.73,33.02,34.26,32.18,11501582,-2.105,2.08,42.42,0,-0.401,0,21.44,96.85
2007-01-25,33.02,30.11,34.81,29.61,18959669,-8.8128,5.2,17.75,0,0.127,0,25.22,110.14
2007-01-26,30.11,30.66,30.67,29.14,4391067,1.8266,1.53,19.98,1,-0.192,1,40.43,113.25
2007-01-29,30.66,30.18,31.5,28.0,12959286,-1.5656,3.5,14.09,0,-0.747,0,80.24,90.8
2007-01-30,30.18,31.06,31.87,28.05,9120509,2.9158,3.82,21.14,1,0.013,1,24.75,102.96
2007-01-31,31.06,31.9,32.12,30.24,1781465,2.7044,1.88,30.5,0,-0.286,1,40.0,80.09
2007-02-01,31.9,32.58,32.91,31.12,9063218,2.1317,1.79,19.76,1,-0.536,1,77.66,80.58
2007-02-02,32.58,32.58,32.69,32.44,8732931,0.0,0.25,38.21,0,-0.594,0,31.18,98.68
2007-02-05,32.58,31.92,33.19,30.99,10951889,-2.0258,2.2,46.51,0,0.503,0,17.08,102.23
2007-02-06,31.92,30.22,32.72,29.37,122781,-5.3258,3.35,17.77,1,0.089,0,62.55,113.86
2007-02-07,30.22,30.01,31.87,28.97,7435821,-0.6949,2.9,48.88,0,0.647,0,58.55,116.83
2007-02-08,30.01,31.06,31.08,28.18,6946171,3.4988,2.9,47.65,0,0.993,0,55.28,97.41
2007-02-09,31.06,31.82,32.58,30.54,802954,2.4469,2.04,23.21,1,0.878,0,46.23,109.16
2007-02-12,31.82,31.53,32.05,31.13,4738306,-0.9114,0.92,31.74,0,-0.528,0,10.88,106.12
2007-02-13,31.53,31.79,31.94,29.36,1788892,0.8246,2.58,38.91,1,0.679,0,93.26,109.62
2007-02-14,31.79,32.05,33.49,29.42,15547666,0.8179,4.07,43.54,0,0.135,0,7.57,86.05
2007-02-15,32.05,32.61,34.03,31.67,7187421,1.7473,2.36,18.79,1,0.331,0,79.51,85.43
2007-02-16,32.61,32.35,34.96,31.69,13234424,-0.7973,3.27,35.71,0,0.549,0,59.65,105.06
2007-02-19,32.35,32.33,33.24,31.15,5182908,-0.0618,2.09,41.12,0,-0.763,1,22.09,81.52
2007-02-20,32.33,32.66,34.44,32.1,585185,1.0207,2.34,24.19,1,-0.102,0,45.33,92.4
2007-02-21,32.66,33.17,33.87,31.83,16060259,1.5615,2.04,43.41,0,-0.384,1,65.6,109.22
2007-02-22,33.17,34.81,35.14,33.1,11740496,4.9442,2.04,35.78,1,0.74,1,16.06,117.79
2007-02-23,34.81,37.18,38.67,34.48,6135007,6.8084,4.19,30.63,1,-0.281,0,61.4,86.51
2007-02-26,37.18,36.5,37.35,36.39,18648914,-1.8289,0.96,16.54,0,0.95,1,43.28,91.33
2007-02-27,36.5,36.84,38.05,35.73,13619111,0.9315,2.32,48.23,0,-0.594,0,55.39,82.17
2007-02-28,36.84,37.02,37.29,36.82,3426637,0.4886,0.47,16.11,0,0.105,0,18.21,83.85
2007-03-01,37.02,37.0,37.11,36.62,4180814,-0.054,0.49,37.51,0,0.292,0,1.56,119.15
2007-03-02,37.0,37.51,38.0,36.25,5763228,1.3784,1.75,11.59,0,0.339,0,49.61,102.01
2007-03-05,37.51,38.74,39.96,37.47,4877319,3.2791,2.49,17.23,0,-0.474,0,34.85,103.29
2007-03-06,38.74,37.78,38.88,36.01,1925841,-2.4781,2.87,37.92,0,-0.067,1,74.62,89.59
2007-03-07,37.78,37.06,41.03,35.96,7649312,-1.9058,5.07,27.78,1,-0.987,0,1.32,85.08
2007-03-08,37.06,36.75,37.98,36.44,5566070,-0.8365,1.54,47.42,0,0.024,0,92.14,106.43
2007-03-09,36.75,37.49,37.56,35.21,13715820,2.0136,2.35,29.49,0,-0.509,1,38.54,100.4
2007-03-12,37.49,38.06,39.52,37.15,2958451,1.5204,2.37,22.59,1,0.939,1,20.61,109.23
2007-03-13,38.06,38.26,39.13,35.73,11728306,0.5255,3.4,49.81,1,-0.886,1,87.7,83.13
2007-03-14,38.26,39.2,39.73,35.5,14130557,2.4569,4.23,16.67,0,-0.465,1,42.64,108.81
2007-03-15,39.2,38.97,39.39,37.09,2021737,-0.5867,2.3,22.65,0,0.903,0,50.07,85.49
2007-03-16,38.97,39.99,40.82,36.18,6860556,2.6174,4.64,45.46,0,-0.534,1,15.49,105.12
2007-03-19,39.99,40.27,41.02,39.7,8472020,0.7002,1.32,44.69,1,-0.52,0,28.62,87.54
2007-03-20,40.27,39.97,40.53,39.48,10744043,-0.745,1.05,34.9,0,-0.038,1,94.27,94.82
2007-03-21,39.97,39.68,40.23,37.83,5606390,-0.7255,2.4,16.47,1,0.062,1,99.47,111.99
2007-03-22,39.68,39.77,39.77,39.14,19378693,0.2268,0.63,31.02,1,-0.013,0,18.1,95.68
2007-03-23,39.77,38.16,41.43,36.81,4535590,-4.0483,4.62,36.43,1,0.14,0,96.15,95.33
2007-03-26,38.16,37.21,38.6,36.09,13247900,-2.4895,2.51,23.88,0,0.756,1,6.38,89.99
2007-03-27,37.21,38.57,38.96,35.82,12314458,3.6549,3.14,47.38,0,0.451,0,33.58,85.57
2007-03-28,38.57,39.51,40.79,38.09,4138748,2.4371,2.7,20.07,1,-0.287,0,94.35,93.95
2007-03-29,39.51,38.15,40.47,37.61,16286820,-3.4422,2.86,18.17,1,0.068,1,17.65,104.91
2007-03-30,38.15,37.29,38.41,36.82,12458133,-2.2543,1.59,25.7,0,0.036,1,55.53,84.5
2007-04-02,37.29,38.0,39.16,36.74,818555,1.904,2.42,15.92,0,-0.53,1,81.77,101.71
2007-04-03,38.0,37.7,38.4,37.38,9183181,-0.7895,1.02,33.34,0,-0.863,0,4.02,94.2
2007-04-04,37.7,39.75,40.64,37.43,14276569,5.4377,3.21,12.45,0,0.635,1,26.58,85.38
2007-04-05,39.75,41.34,42.66,39.45,15009823,4.0,3.21,12.25,1,0.861,1,84.78,113.05
2007-04-06,41.34,40.49,41.57,40.17,10343288,-2.0561,1.4,17.01,1,-0.984,1,57.51,98.66
2007-04-09,40.49,40.73,42.02,39.98,2214728,0.5927,2.04,15.05,0,-0.875,1,6.81,89.13
2007-04-10,40.73,40.5,42.03,40.4,14358712,-0.5647,1.63,10.16,1,-0.898,0,5.75,97.05
2007-04-11,40.5,39.04,41.17,38.54,12039810,-3.6049,2.63,33.62,1,0.74,1,72.9,112.32
2007-04-12,39.04,38.08,39.6,36.52,11846189,-2.459,3.08,34.7,1,-0.023,1,14.57,88.26
2007-04-13,38.08,39.46,40.87,36.83,6634112,3.6239,4.04,47.07,1,-0.003,1,97.29,83.38
2007-04-16,39.46,40.38,41.27,38.92,16833636,2.3315,2.35,10.92,1,-0.129,1,54.88,85.26
2007-04-17,40.38,41.76,41.84,39.98,7263096,3.4175,1.86,13.08,1,0.022,0,42.43,96.55
2007-04-18,41.76,41.24,43.59,40.5,12480378,-1.2452,3.09,26.3,0,-0.817,1,68.64,112.58
2007-04-19,41.24,40.65,41.52,38.81,12818565,-1.4306,2.71,23.88,1,0.826,0,91.8,101.4
2007-04-20,40.65,40.47,41.84,40.38,16629466,-0.4428,1.46,31.49,0,0.42,0,62.37,113.67
2007-04-23,40.47,40.54,40.88,40.29,14410239,0.173,0.59,19.6,0,0.867,1,34.91,86.73
2007-04-24,40.54,40.33,40.66,39.3,17253654,-0.518,1.36,32.11,0,-0.956,1,22.98,84.7
2007-04-25,40.33,39.17,40.59,37.94,12702739,-2.8763,2.65,44.91,1,0.349,1,17.78,108.44
2007-04-26,39.17,39.79,39.98,37.85,7543085,1.5828,2.13,32.64,0,0.615,1,20.64,85.43
2007-04-27,39.79,39.54,39.94,38.6,3924491,-0.6283,1.34,39.65,0,0.691,0,11.71,98.09
2007-04-30,39.54,39.1,39.79,38.86,10667138,-1.1128,0.93,35.93,1,-0.314,0,22.53,110.75
2007-05-01,39.1,39.32,39.38,37.93,1477061,0.5627,1.45,43.99,1,-0.371,1,58.83,102.12
2007-05-02,39.32,40.3,41.19,38.63,2739694,2.4924,2.56,15.3,0,0.759,1,46.37,100.17
2007-05-03,40.3,41.21,42.95,39.3,3669602,2.2581,3.65,15.41,0,0.11,0,94.41,90.91
2007-05-04,41.21,42.28,42.52,40.21,12145864,2.5965,2.31,45.82,1,0.067,1,71.06,101.75
2007-05-07,42.28,41.43,43.0,40.6,1857995,-2.0104,2.4,43.2,0,-0.611,1,27.0,107.35
2007-05-08,41.43,40.96,41.98,38.87,3808846,-1.1344,3.11,15.6,0,-0.905,0,32.0,80.99
2007-05-09,40.96,38.89,40.97,38.45,6415590,-5.0537,2.52,15.04,1,0.396,0,18.83,99.88
2007-05-10,38.89,38.62,39.79,38.29,6943652,-0.6943,1.5,43.39,1,-0.878,0,60.35,118.3
2007-05-11,38.62,39.13,40.6,37.52,13937164,1.3206,3.08,48.75,1,-0.294,1,4.81,113.67
2007-05-14,39.13,39.58,40.35,36.81,4415244,1.15,3.54,31.05,0,0.765,1,40.77,118.02
2007-05-15,39.58,38.91,40.65,37.46,11760233,-1.6928,3.19,29.2,1,0.822,1,19.78,119.78
2007-05-16,38.91,37.99,39.78,37.83,3177877,-2.3644,1.95,17.14,0,-0.292,1,63.33,85.4
2007-05-17,37.99,39.16,39.95,36.86,11752166,3.0798,3.09,11.29,1,-0.198,1,71.82,93.71
2007-05-18,39.16,39.12,39.44,38.54,7582235,-0.1021,0.9,21.08,0,0.166,1,81.91,96.26
2007-05-21,39.12,40.03,40.06,38.65,9450336,2.3262,1.41,48.16,0,0.965,0,51.24,110.29
2007-05-22,40.03,38.37,40.98,37.5,9709693,-4.1469,3.48,37.07,0,-0.098,1,77.72,94.35
2007-05-23,38.37,39.69,41.79,38.29,2588283,3.4402,3.5,14.65,1,0.577,1,8.75,116.46
2007-05-24,39.69,40.28,40.36,38.05,11475823,1.4865,2.31,12.03,1,-0.093,1,67.65,110.6
2007-05-25,40.28,41.69,41.88,39.21,746667,3.5005,2.67,39.78,1,-0.795,0,25.88,119.77
2007-05-28,41.69,40.89,42.15,40.32,15216104,-1.9189,1.83,23.28,0,0.25,1,0.83,112.49
2007-05-29,40.89,40.71,41.86,40.17,4975836,-0.4402,1.69,49.2,1,-0.376,1,45.32,107.34
2007-05-30,40.71,41.07,42.28,39.64,13707889,0.8843,2.64,29.41,0,0.186,0,45.67,103.88
2007-05-31,41.07,42.37,42.94,40.76,17007160,3.1653,2.18,23.36,0,-0.48,0,68.87,89.28
2007-06-01,42.37,43.52,44.36,41.65,12806987,2.7142,2.71,19.39,1,-0.232,1,84.64,112.79
2007-06-04,43.52,43.22,43.91,42.19,8121534,-0.6893,1.72,39.91,1,0.031,0,6.63,80.8
2007-06-05,43.22,42.13,43.43,41.25,5561563,-2.522,2.18,28.46,1,-0.316,1,54.13,96.01
2007-06-06,42.13,41.8,42.44,41.23,2758716,-0.7833,1.21,38.65,1,0.906,1,38.32,99.07
2007-06-07,41.8,40.3,43.16,38.27,3769522,-3.5885,4.89,33.84,0,0.131,1,47.81,114.47
2007-06-08,40.3,42.08,42.41,38.88,15184222,4.4169,3.53,47.69,1,0.896,0,30.69,87.36
2007-06-11,42.08,40.72,44.63,39.41,17597820,-3.2319,5.22,10.78,0,-0.74,1,1.88,115.89
2007-06-12,40.72,39.22,42.0,38.1,6028035,-3.6837,3.9,35.36,1,-0.312,0,70.52,116.77
2007-06-13,39.22,39.97,40.0,38.49,4661650,1.9123,1.51,27.45,1,0.029,1,46.95,81.4
2007-06-14,39.97,40.4,42.5,39.67,19236549,1.0758,2.83,41.37,0,0.766,0,30.66,80.8
2007-06-15,40.4,39.84,41.19,38.82,1417591,-1.3861,2.37,37.55,1,-0.122,1,7.33,117.11
2007-06-18,39.84,41.18,41.68,38.97,3135038,3.3635,2.71,25.04,0,0.403,0,67.9,118.51
2007-06-19,41.18,42.52,42.89,39.41,19664058,3.254,3.48,24.81,1,0.236,1,18.95,116.0
2007-06-20,42.52,42.2,43.03,41.42,10392307,-0.7526,1.61,11.14,0,-0.986,1,8.41,85.15
2007-06-21,42.2,41.94,42.88,40.61,9140232,-0.6161,2.27,49.65,0,0.295,1,3.61,91.59
2007-06-22,41.94,40.97,45.01,39.86,13730357,-2.3128,5.15,39.94,0,0.154,0,79.45,100.84
2007-06-25,40.97,40.5,42.79,38.45,1041037,-1.1472,4.34,16.01,1,-0.36,1,31.47,87.57
2007-06-26,40.5,40.22,40.5,40.07,10910059,-0.6914,0.43,32.31,1,0.063,1,46.73,115.07
2007-06-27,40.22,40.96,41.01,39.44,15758303,1.8399,1.57,46.98,0,-0.883,1,64.98,105.52
2007-06-28,40.96,42.04,42.38,39.6,7931964,2.6367,2.78,15.81,0,-0.847,1,52.43,109.18
2007-06-29,42.04,41.28,42.19,40.15,17896050,-1.8078,2.04,44.82,1,0.486,0,45.06,107.08
2007-07-02,41.28,41.07,41.77,39.42,8694519,-0.5087,2.35,38.8,1,0.697,1,81.07,88.03
2007-07-03,41.07,39.36,41.87,39.14,4340679,-4.1636,2.73,22.97,0,0.039,1,12.44,93.05
2007-07-04,39.36,38.92,40.16,38.02,4637418,-1.1179,2.14,17.43,0,0.146,0,87.67,81.07
2007-07-05,38.92,39.61,40.34,38.24,18874740,1.7729,2.1,35.17,1,-0.927,1,52.77,114.09
2007-07-06,39.61,41.33,42.83,39.47,19387565,4.3423,3.36,27.36,0,-0.335,0,36.13,105.94
2007-07-09,41.33,42.82,44.04,40.51,6643738,3.6051,3.53,21.33,0,0.983,1,18.27,94.73
2007-07-10,42.82,42.37,44.15,40.75,5770421,-1.0509,3.4,43.5,0,0.433,0,44.39,83.76
2007-07-11,42.37,40.64,42.72,40.19,6964352,-4.0831,2.53,49.77,0,-0.626,1,9.25,97.36
2007-07-12,40.64,41.07,42.11,40.27,11800324,1.0581,1.84,31.22,0,0.862,1,43.95,83.02
2007-07-13,41.07,40.69,42.06,40.29,19051913,-0.9252,1.77,13.55,0,0.42,0,64.53,112.37
2007-07-16,40.69,41.47,42.04,40.62,14962668,1.9169,1.42,15.4,0,0.459,1,12.21,101.15
2007-07-17,41.47,41.11,42.21,40.82,18837914,-0.8681,1.39,41.77,0,0.486,0,87.09,87.39
2007-07-18,41.11,40.52,41.78,40.06,7350303,-1.4352,1.72,47.59,0,-0.832,0,82.74,109.07
2007-07-19,40.52,40.32,41.73,39.26,2838941,-0.4936,2.47,14.34,1,0.352,1,10.3,111.74
2007-07-20,40.32,41.75,42.32,40.16,1443055,3.5466,2.16,16.73,0,-0.448,1,85.91,85.1
2007-07-23,41.75,41.18,42.94,40.91,2424559,-1.3653,2.03,46.09,1,0.641,1,74.83,98.18
2007-07-24,41.18,39.54,42.49,38.26,2659459,-3.9825,4.23,29.92,1,0.047,1,70.25,85.11
2007-07-25,39.54,39.23,40.07,37.78,16198194,-0.784,2.29,48.84,1,-0.538,1,94.17,114.92
2007-07-26,39.23,37.79,39.29,37.29,15214097,-3.6707,2.0,25.8,1,0.48,0,97.14,116.44
2007-07-27,37.79,38.15,38.8,35.95,2280230,0.9526,2.85,17.44,0,-0.413,1,44.57,94.25
2007-07-30,38.15,38.45,38.53,36.6,11650247,0.7864,1.93,14.62,0,0.322,0,25.89,114.26
2007-07-31,38.45,38.46,39.26,37.94,10164607,0.026,1.32,31.34,1,0.045,1,71.76,92.99
2007-08-01,38.46,38.68,39.75,38.35,242635,0.572,1.4,34.28,0,0.002,1,41.38,115.2
2007-08-02,38.68,39.3,40.52,37.73,13805703,1.6029,2.79,30.5,1,0.481,1,65.63,86.49
2007-08-03,39.3,40.12,40.71,39.23,9785551,2.0865,1.48,34.22,0,0.483,1,60.77,108.86
2007-08-06,40.12,40.56,41.95,39.69,8195008,1.0967,2.26,39.09,0,0.144,1,63.61,96.0
2007-08-07,40.56,39.67,41.1,38.88,11055410,-2.1943,2.22,33.62,0,-0.736,1,0.23,102.4
2007-08-08,39.67,42.06,42.84,39.42,17922228,6.0247,3.42,40.27,1,-0.181,0,5.27,119.2
2007-08-09,42.06,40.61,44.22,38.65,7648843,-3.4475,5.57,33.51,1,0.949,1,64.84,103.91
2007-08-10,40.61,42.19,43.88,38.6,9706820,3.8907,5.28,48.99,0,-0.552,0,73.92,96.65
2007-08-13,42.19,41.53,43.32,41.44,7169692,-1.5644,1.88,36.91,0,-0.516,1,91.29,105.46
2007-08-14,41.53,43.08,44.25,40.02,11810859,3.7322,4.23,40.74,1,-0.509,1,11.88,112.83
2007-08-15,43.08,42.76,43.39,42.09,8082470,-0.7428,1.3,23.98,1,-0.49,0,39.89,86.53
2007-08-16,42.76,42.97,43.9,41.56,17041136,0.4911,2.34,19.07,1,-0.21,0,65.93,100.55
2007-08-17,42.97,41.63,43.12,41.06,13713872,-3.1185,2.06,29.59,0,0.844,1,53.6,85.68
2007-08-20,41.63,41.17,42.8,40.45,1050478,-1.105,2.35,38.15,0,-0.783,1,48.65,95.29
2007-08-21,41.17,40.77,41.37,39.64,12571682,-0.9716,1.73,13.8,1,0.852,0,29.56,93.87
2007-08-22,40.77,41.04,42.68,40.75,6515928,0.6623,1.93,37.34,0,-0.553,0,73.4,88.13
2007-08-23,41.04,42.39,43.12,39.27,5231143,3.2895,3.85,34.94,1,-0.022,0,69.36,80.1
2007-08-24,42.39,42.35,43.14,40.86,11049492,-0.0944,2.28,42.04,0,0.679,0,85.35,115.97
2007-08-27,42.35,41.94,44.04,39.98,8274109,-0.9681,4.06,48.54,1,0.491,0,40.8,103.59
2007-08-28,41.94,41.56,43.13,41.52,18885869,-0.9061,1.61,28.93,1,0.97,0,89.06,116.38
2007-08-29,41.56,41.45,42.06,40.38,4909276,-0.2647,1.68,11.29,0,-0.493,0,38.45,108.21
2007-08-30,41.45,41.42,42.48,40.82,8727792,-0.0724,1.66,39.71,0,-0.49,1,14.19,105.14
2007-08-31,41.42,42.27,42.65,41.35,10973393,2.0521,1.3,13.57,1,0.449,1,48.05,99.72
2007-09-03,42.27,42.47,43.7,40.66,5289309,0.4731,3.04,20.54,0,0.958,0,99.51,109.46
2007-09-04,42.47,43.86,44.74,42.38,15383720,3.2729,2.36,35.24,0,0.98,1,87.15,109.72
2007-09-05,43.86,45.31,48.01,43.34,8438946,3.306,4.67,18.19,0,-0.711,1,0.06,111.87
2007-09-06,45.31,43.25,46.4,42.08,3211078,-4.5465,4.32,46.97,0,0.956,1,2.49,112.14
2007-09-07,43.25,43.96,44.38,42.32,1932291,1.6416,2.06,14.14,0,-0.924,0,51.2,92.26
2007-09-10,43.96,44.38,45.45,43.12,205896,0.9554,2.33,34.28,1,-0.639,1,4.41,109.01
2007-09-11,44.38,43.9,44.59,42.35,15124199,-1.0816,2.24,42.55,0,0.282,0,56.16,90.88
2007-09-12,43.9,45.42,45.63,43.78,13794385,3.4624,1.85,31.54,0,-0.068,1,75.18,108.88
2007-09-13,45.42,45.78,46.07,45.18,2560968,0.7926,0.89,11.86,1,0.27,0,34.63,118.8
2007-09-14,45.78,46.78,48.43,45.42,757870,2.1844,3.01,36.46,0,-0.509,1,98.77,117.78
2007-09-17,46.78,45.87,48.61,44.42,5627799,-1.9453,4.19,49.72,0,0.014,1,74.07,118.89
2007-09-18,45.87,47.44,48.39,45.25,11275599,3.4227,3.14,46.05,0,0.456,0,45.62,101.7
2007-09-19,47.44,47.13,48.31,45.88,948944,-0.6535,2.43,42.33,1,-0.633,0,70.85,119.74
2007-09-20,47.13,45.59,47.17,44.67,4146572,-3.2676,2.5,17.05,1,0.874,1,39.36,103.92
2007-09-21,45.59,45.92,46.38,43.8,8991614,0.7238,2.58,46.47,0,0.624,1,99.89,81.76
2007-09-24,45.92,46.36,46.64,44.72,4965360,0.9582,1.92,32.8,1,0.498,1,24.6,118.76
2007-09-25,46.36,46.54,46.99,46.16,5318852,0.3883,0.83,37.72,1,0.371,1,93.22,89.67
2007-09-26,46.54,48.21,50.0,44.96,11733427,3.5883,5.04,28.05,0,-0.664,1,84.89,108.82
2007-09-27,48.21,48.86,49.84,47.73,7233578,1.3483,2.11,22.07,1,0.816,1,92.61,97.82
2007-09-28,48.86,48.25,48.99,48.11,13316116,-1.2485,0.88,33.39,1,0.09,1,81.73,85.83
2007-10-01,48.25,49.49,50.01,47.42,6300878,2.5699,2.59,25.78,0,-0.79,0,94.27,96.66
2007-10-02,49.49,49.81,50.15,49.13,14248555,0.6466,1.02,46.44,0,0.858,0,52.24,105.68
2007-10-03,49.81,49.86,50.01,49.11,15666794,0.1004,0.9,18.36,1,0.293,0,99.89,114.12
2007-10-04,49.86,48.51,50.79,48.14,9168616,-2.7076,2.65,47.72,1,0.633,0,57.47,111.41
2007-10-05,48.51,47.75,48.55,45.43,6712561,-1.5667,3.12,29.92,1,0.093,0,74.72,92.6
2007-10-08,47.75,46.54,48.15,46.18,2963103,-2.534,1.97,13.69,0,0.669,1,45.88,92.24
2007-10-09,46.54,45.79,46.85,45.23,13211230,-1.6115,1.62,37.12,1,0.716,0,50.49,118.86
2007-10-10,45.79,45.35,46.51,45.15,3610701,-0.9609,1.36,13.28,0,0.123,0,14.61,104.7
2007-10-11,45.35,45.53,45.87,45.02,2875388,0.3969,0.85,42.44,1,-0.038,1,90.42,95.08
2007-10-12,45.53,46.26,46.48,44.85,19915493,1.6033,1.63,24.79,0,0.136,0,96.77,93.42
2007-10-15,46.26,46.74,47.48,45.77,5592576,1.0376,1.71,36.94,0,-0.825,1,2.81,99.38
2007-10-16,46.74,46.52,47.03,46.12,2311865,-0.4707,0.91,33.94,1,0.831,1,60.37,118.55
2007-10-17,46.52,46.75,46.97,46.28,1923535,0.4944,0.69,22.59,1,0.687,0,48.05,113.62
2007-10-18,46.75,46.82,46.91,46.67,7762181,0.1497,0.24,22.81,0,0.363,1,29.07,91.07
2007-10-19,46.82,47.04,47.54,46.59,3568819,0.4699,0.95,49.1,0,0.249,0,10.84,92.21
2007-10-22,47.04,47.23,47.55,47.03,9151070,0.4039,0.52,33.89,0,-0.891,0,42.1,101.68
2007-10-23,47.23,49.54,49.8,45.83,13403653,4.891,3.97,45.24,0,-0.983,0,45.69,116.51
2007-10-24,49.54,50.38,50.6,48.95,8070918,1.6956,1.65,20.9,1,-0.402,1,94.5,96.57
2007-10-25,50.38,50.67,51.02,49.7,17838583,0.5756,1.32,39.1,1,0.89,1,81.34,113.67
2007-10-26,50.67,51.73,52.18,50.07,1279605,2.092,2.11,22.66,1,0.595,0,43.1,106.68
2007-10-29,51.73,51.18,51.85,50.53,9445531,-1.0632,1.32,14.65,0,-0.017,1,3.03,106.57
2007-10-30,51.18,49.99,51.7,49.62,18299863,-2.3251,2.08,35.05,1,0.142,1,97.96,89.65
